customer,supplier,amount,date,region
01481000015,7715167402,648000.0,2011-08-01,0
03483003565,501106725299,437000.0,2011-08-01,0
03481000486,5032021732,28100.0,2011-03-01,0
03483003228,5024091662,99500.0,2011-05-01,0
03481000091,760200129552,1357200.0,2011-05-01,0
03482000083,5072710721,38000.0,2011-07-01,0
03482000341,7727687727,301347.81,2011-06-01,0
03732001041,7733641706,1611651.25,2011-07-01,0
03483000752,7736520080,363654.0,2010-01-01,0
03483000911,5022030985,401971.89,2005-07-01,0
03481000596,5048025884,207408.6,2011-07-01,0
03482000017,5007077450,37575.0,2011-01-01,0
01482000019,5031023960,8940.0,2011-01-01,0
03732002407,7721575449,288000.0,2011-09-01,0
03481000819,5009033419,2886051.68,2011-03-01,0
03732000065,7716082078,241000.0,2011-07-01,0
03481000816,7627026191,856287.05,2011-08-01,0
03483001886,5031072780,77880.0,2011-01-01,0
01483000415,5017042625,484500.0,2011-04-01,0
03481000192,5029114546,1671910.0,2010-11-01,0
03483002651,5000000970,7953.0,2010-12-01,0
03732000065,7708631969,587200.0,2011-03-01,0
03482000317,5020004411,18420.0,2010-12-01,0
03483000792,5026014293,1490000.0,2011-06-01,0
03732000141,7704556735,8238400.0,2011-03-01,0
01483000325,7706202481,103884.99,2011-07-01,0
03481000566,5020039630,125047.15,2011-04-01,0
03481000914,7715668127,1275000.8,2011-03-01,0
03481000787,7717143414,86460.0,2011-01-01,0
03483000291,7707279078,3555200.0,2011-08-01,0
03483002775,5009018805,450000.0,2011-05-01,0
03481000562,7721098250,541000.0,2011-08-01,0
03482000398,7714009672,290080.0,2011-02-01,0
03732002325,7715643066,757800.0,2011-06-01,0
03732000065,7718538045,540032.68,2011-04-01,0
01483000371,510100422905,199000.0,2011-05-01,0
03481000476,5013011337,86373.6,2011-01-01,0
03483003452,7736520080,361925.0,2011-01-01,0
03482000146,5022066300,53949.0,2010-12-01,0
03483000145,7707049388,10000.0,2010-12-01,0
03483003507,7736520080,317200.0,2010-12-01,0
01483000101,5044068326,249600.0,2011-03-01,0
03481000562,5024035643,156385.0,2011-06-01,0
03483003070,7717647274,893415.44,2010-12-01,0
01483000099,7721591546,1468990.8,2011-06-01,0
03483001662,7735110323,450000.0,2011-08-01,0
03482000036,5007009731,123525.26,2011-01-01,0
03732001978,1215100790,82630.46,2011-08-01,0
03481000095,7727692420,293325.01,2011-07-01,0
03481000687,7706137673,1340950.0,2011-01-01,0
03483002010,772407619835,189000.0,2011-05-01,0
03481000716,7720515528,277000.0,2011-03-01,0
03483001052,5031067893,10832.42,2011-01-01,0
03732002031,7716651239,149250.0,2011-03-01,0
01483000157,5040109324,21331911.51,2011-01-01,0
03482000283,5053068227,755000.0,2010-12-01,0
03482000114,502007695574,2685.6,2011-06-01,0
01483000421,7707083893,45000.0,2010-12-01,0
03482000248,504902656472,284000.0,2011-04-01,0
01482000046,7705444791,52188658.75,2011-09-01,0
03481000226,7729650850,2127000.0,2011-04-01,0
03483001532,5022030921,45974.25,2011-07-01,0
03482000680,5027030820,129200.55,2010-12-01,0
01483000512,502104606,630550.0,2011-01-01,0
03483001547,5031073304,119400.0,2009-02-01,0
01483000265,500401938408,28886.0,2011-06-01,0
03481000061,5053055010,515220.05,2011-01-01,0
03481000562,7726311464,2340000.0,2011-08-01,0
03483002211,5031072780,99000.0,2010-12-01,0
03482000029,7714783783,3900000.0,2011-01-01,0
03483002633,7736520080,203212.0,2011-01-01,0
03483001216,5000000970,14300.04,2011-01-01,0
03481000478,3309459571,262570.0,2011-08-01,0
03483000854,5013049309,360275.0,2010-12-01,0
03482000037,5052015134,53600.0,2011-02-01,0
03483004222,5031005093,428019.07,2011-01-01,0
01483000225,5036031386,481735.38,2011-05-01,0
03483002972,5018102718,122368.0,2011-08-01,0
03483003440,5050088031,3102907.5,2011-05-01,0
03483001799,5045018663,329368.2,2011-01-01,0
03483002612,507800087938,171210.0,2011-03-01,0
01483000020,5076007510,30464.19,2011-07-01,0
03483003221,5024008960,1566320.0,2011-08-01,0
03483000046,5034027835,23348.99,2011-01-01,0
03483001431,5009033419,119000.0,2010-12-01,0
03482000679,502005646300,55400.0,2011-06-01,0
02481000003,5075000198,339600.0,2011-04-01,0
03483000080,7702668232,465000.0,2011-03-01,0
03482000117,503405423701,884.0,2011-02-01,0
03483003521,7722732239,107680.55,2011-08-01,0
03481000224,6659179777,427800.0,2011-06-01,0
03483001653,5031058338,10830.88,2011-04-01,0
03483002982,7736520080,235350.0,2010-12-01,0
01482000019,7736520080,2960093.39,2011-01-01,0
03483003416,7719585778,328658.75,2011-07-01,0
03731000355,7731585774,447099.4,2011-03-01,0
03482000280,5000001317,29694.6,2010-01-01,0
03481000596,7721575150,29854.0,2011-05-01,0
03483003932,5017033109,340200.0,2011-05-01,0
03731000355,5047045359,642746.5,2011-03-01,0
01483000411,5025024193,500000.0,2011-06-01,0
03481000466,7722696943,99603.53,2011-03-01,0
03482000117,503402923600,272.0,2011-02-01,0
03482000156,7736520080,188554.65,2010-12-01,0
03483001696,5011031923,73528.0,2011-04-01,0
03483001784,5024101293,499400.0,2010-12-01,0
03483004037,5053020056,99120.0,2011-08-01,0
03482000425,7736520080,577000.0,2011-01-01,0
01483000489,8401010730,499838.43,2011-05-01,0
03483004247,5022030921,171050.0,2011-06-01,0
01483000454,7714720751,200000.0,2011-06-01,0
03483000033,5046065560,3671758.8,2010-12-01,0
01482000002,7703699360,498070.0,2011-04-01,0
03483001703,5031030149,7265.0,2011-04-01,0
03483001314,7736520080,90600.0,2011-01-01,0
03483002479,5074016565,222009.5,2011-03-01,0
03483004126,7736520080,16280000.0,2011-01-01,0
01482000020,7733758655,297028.6,2011-04-01,0
03482000477,5003041276,15790436.26,2011-04-01,0
03481000060,3327837995,38890931.32,2011-04-01,0
03483003505,5034030595,113979.84,2011-01-01,0
03481000787,7704114705,121280.4,2011-08-01,0
01483000155,7719555477,427655.5,2011-02-01,0
01483000274,5079002478,430586.88,2011-01-01,0
03481000403,5032200690,1197000.0,2011-03-01,0
03483004230,7736520080,113000.0,2011-01-01,0
01483000157,7714095226,24875000.0,2011-08-01,0
03482000770,7710728559,31000.0,2010-12-01,0
03483000064,5049018880,787258.2,2011-04-01,0
03483003010,5000000970,100000.0,2011-01-01,0
03481000911,7805128486,228647.0,2011-08-01,0
01483000051,5019001159,496786.84,2011-06-01,0
01483000226,7710026574,5995.69,2011-09-01,0
03482000767,5078019574,8946.0,2011-01-01,0
03482000441,5032168238,690000.0,2011-01-01,0
03483001182,7727179138,419900.0,2011-08-01,0
03483002746,7709848080,195547.15,2011-03-01,0
03482000445,5017030997,1074.3,2010-12-01,0
03481000787,5003093330,69102.0,2011-09-01,0
03481000217,7702745737,385000.0,2011-04-01,0
03483002637,5031089914,16200.0,2011-04-01,0
03481000600,5042060410,85000.0,2011-05-01,0
03483000108,7704047449,118267.27,2011-09-01,0
01483000134,507202619858,205000.0,2011-06-01,0
03483003919,5021012542,4721.01,2010-12-01,0
03483001229,7723508920,220140.0,2011-06-01,0
03483002746,7704742971,106951.9,2011-06-01,0
03482000022,7701847380,3500.0,2011-05-01,0
03482000117,503403090007,1972.0,2011-02-01,0
03482000079,5035019481,4682.64,2011-01-01,0
03481000389,7724724730,669800.0,2011-07-01,0
03482000435,503605121722,12000.0,2011-07-01,0
01481000004,5000000970,83500.0,2011-02-01,0
03483000291,7724053916,117810.0,2010-12-01,0
03483000644,7714785678,265276.66,2010-11-01,0
03483001181,5031052745,125734.14,2011-01-01,0
03483000697,5045018751,192006.72,2011-01-01,0
03483000567,5075009803,425250.0,2011-04-01,0
03483003424,7736520080,178185.8,2011-01-01,0
03481000752,3327829112,496950.0,2011-08-01,0
03481000551,5079002478,125533.44,2011-03-01,0
03483004407,5029085180,496800.0,2011-09-01,0
03481000713,3316010900,478800.0,2011-06-01,0
03483001702,5031010939,3675.0,2011-06-01,0
03482000003,7736520080,501370.0,2010-12-01,0
03483000446,5053020264,13301251.21,2010-12-01,0
03481000527,7709504152,558000.0,2011-05-01,0
03483003401,5050069744,11730.0,2011-04-01,0
03732000181,5020060536,261540.0,2011-03-01,0
03482000435,504903020954,8500.0,2011-07-01,0
03483000780,7604186431,6085000.0,2011-07-01,0
03482000121,5034027835,5276.02,2011-01-01,0
03483004246,5072701420,284135.0,2011-06-01,0
03483002657,772208845607,182464.99,2011-07-01,0
03732001573,5009033419,2439978.85,2011-01-01,0
03483003262,3321001160,2237500.0,2011-08-01,0
03483003560,7734245536,356413.0,2011-08-01,0
01483000190,5017072154,940339.0,2011-08-01,0
03483002979,5042116990,51532.48,2011-03-01,0
01483000082,5003088108,616000.0,2011-07-01,0
03483001836,3328469783,123750.0,2011-06-01,0
01483000362,5027130327,248255.33,2011-05-01,0
03483003310,5046056164,451952.22,2010-08-01,0
03483002905,5042097995,54000.0,2011-03-01,0
03483000114,7734593050,429450.0,2011-06-01,0
03482000495,5000001317,33303.6,2011-03-01,0
03483000030,7731585774,3611179.0,2011-01-01,0
03481000517,7713576230,350800.0,2011-07-01,0
03732003520,7736520080,1187500.0,2011-03-01,0
03482000317,5020046475,920.0,2011-07-01,0
01483000283,5078000693,109500.0,2011-05-01,0
01483000086,5040011431,488800.05,2011-06-01,0
03482000554,5017068380,48218.0,2011-03-01,0
03483000598,5019012030,17160.0,2011-05-01,0
03481000162,5036004939,232779.97,2011-06-01,0
03483000162,7713327280,197800.0,2010-12-01,0
03483003560,7702192105,1014000.0,2011-08-01,0
03483001212,5022030985,813578.85,2011-01-01,0
03483001069,5031078359,239685.16,2010-01-01,0
01483000356,7719533177,762000.0,2011-06-01,0
03483000243,504300037813,228138.19,2011-07-01,0
03483001467,7721098250,2983230.4,2011-08-01,0
03483001704,7736520080,358206.0,2011-01-01,0
01483000367,507400189893,334705.54,2011-08-01,0
01483000406,5032033304,197526.41,2011-04-01,0
01483000063,5000000017,5370000.0,2010-12-01,0
03483001239,5027147218,343585.0,2011-09-01,0
03482000124,7715767833,1436000.0,2011-09-01,0
03483003861,7715821093,421000.0,2011-07-01,0
03482000413,7718716386,192700.0,2011-02-01,0
03483002763,7736520080,164222.0,2011-01-01,0
01483000315,5017032257,467500.0,2011-06-01,0
03481000256,7736622437,316500.0,2011-02-01,0
03481000466,7810537639,405700.0,2011-04-01,0
03483000797,5011000146,208244.0,2010-12-01,0
01482000024,7107081485,1250000.0,2011-06-01,0
03483004216,7728755024,1555713.0,2011-08-01,0
03483002075,5007030010,302999.88,2011-06-01,0
01483000006,5031008640,119868.0,2011-08-01,0
01482000009,5050015354,24537.12,2011-01-01,0
03483004435,5005038631,1252920.47,2005-07-01,0
03732001438,5009033419,1350899.94,2011-01-01,0
03483004318,5000000970,7080.0,2011-01-01,0
03483000839,7706573045,118060.18,2011-05-01,0
03483002746,7718716386,780324.37,2011-06-01,0
01483000225,5036030390,489095.25,2011-06-01,0
03481000512,5000000970,400000.0,2011-01-01,0
03483001542,7707049338,20000.0,2011-01-01,0
03483001184,5079000720,110340.35,2010-12-01,0
03482000317,7706180453,300.0,2011-05-01,0
03481000266,7729434217,308754.8,2011-04-01,0
03483001237,5000001042,202000.0,2010-12-01,0
03481000383,772026775793,690000.0,2011-06-01,0
03483002206,7704097337,2874617.0,2010-12-01,0
03483001297,5031052921,24000.0,2011-01-01,0
01483000222,5041020693,140400.0,2011-09-01,0
03481000813,5033028626,447850.0,2011-03-01,0
01482000011,7722652287,248830.0,2011-05-01,0
03482000114,771515243240,4632.66,2011-05-01,0
01483000076,5003082057,560482.18,2011-05-01,0
03162000171,5032207529,248490.0,2011-03-01,0
03483003384,5026000300,314720.67,2011-08-01,0
03483001104,7728715984,494477.0,2011-03-01,0
03482000232,7736520080,16275.0,2011-01-01,0
01483000404,5072722452,65000.0,2011-02-01,0
03483000912,7627026191,407000.0,2011-07-01,0
01483000036,7736520080,1898521.0,2010-12-01,0
01482000046,5075000230,1448127324.0,2011-08-01,0
03483002629,772208845607,219680.7,2011-07-01,0
03482000114,771906317531,3101.87,2011-06-01,0
03482000146,502205583216,80922.99,2010-12-01,0
03483004335,7723595987,470300.0,2011-06-01,0
03481000060,5204001347,29560378.94,2011-04-01,0
01483000335,7702069648,330000.0,2011-08-01,0
03482000457,5034003538,175350.0,2011-07-01,0
03481000491,7743720749,352277.3,2011-03-01,0
03482000117,503404583438,272.0,2011-02-01,0
03481000562,7726652231,8759999.92,2011-04-01,0
03483003869,5034022322,389700.0,2011-06-01,0
01483000079,7702060490,73360.0,2011-01-01,0
03483000590,5019018473,379520.0,2011-08-01,0
03732000065,3316015930,23500.0,2011-06-01,0
03482000654,7728073720,15000.0,2011-02-01,0
03483001065,5034027835,5593.35,2011-07-01,0
03483000251,5045019755,79797.88,2011-01-01,0
03482000535,5050024599,359700.0,2010-12-01,0
03483000078,5049003971,889.16,2011-07-01,0
03482000497,5027120960,10412895.26,2008-11-01,0
01483000211,5048051919,633987.2,2011-01-01,0
03483002496,7736520080,370890.0,2011-01-01,0
03483000919,7701207800,499000.0,2011-08-01,0
03482000576,772879163754,472500.0,2011-06-01,0
03481000752,3327103306,300000.0,2011-08-01,0
01483000225,5036056817,118500.0,2011-02-01,0
03483001432,504211385287,1624218.0,2011-06-01,0
03481000804,7719224450,2913900.0,2011-05-01,0
03483002328,7721668566,85587.48,2011-06-01,0
03482000262,7707049388,2520.0,2011-09-01,0
03483000714,5018134438,231676.99,2011-03-01,0
03483003967,5009033419,336139.37,2011-03-01,0
03482000245,7705017253,5000.0,2011-01-01,0
03481000733,5040055622,479704.27,2011-03-01,0
03482000146,7727745432,62558.23,2011-06-01,0
03482000342,501713637430,46704.0,2011-06-01,0
01483000120,5003024048,693652.96,2011-06-01,0
01482000019,5032004166,68589.74,2010-12-01,0
01483000300,5004017526,419900.0,2011-06-01,0
03483001051,5031058338,7140.87,2010-10-01,0
03481000199,7729675438,120280.0,2011-06-01,0
03483002746,7723123462,1035409.1,2011-08-01,0
01483000269,5016003503,1023743.69,2011-09-01,0
03483003707,5040072963,498895.35,2011-06-01,0
03483004566,5005041232,43662.96,2005-07-01,0
03483002192,5040109331,11477946.87,2011-07-01,0
03483002440,500403157784,152725.0,2011-09-01,0
03483001104,7735099461,175494.63,2011-03-01,0
01481000015,7717130790,262200.0,2011-08-01,0
03162000171,7729677146,377795.5,2011-06-01,0
03481000825,5077021676,544140.33,2011-04-01,0
01483000302,5024001161,49200.0,2011-04-01,0
03482000436,5012030591,216074.51,2011-01-01,0
03481000335,7736520080,478100.0,2011-04-01,0
03482000306,503402721481,5238.87,2011-05-01,0
03483001199,5022066269,286379.18,2005-07-01,0
03483003735,5019012030,10280.0,2011-05-01,0
03483000929,5012058580,23842.72,2011-05-01,0
03483003610,5050088031,772995.6,2011-08-01,0
03481000815,7714753845,87000.0,2011-07-01,0
03483003982,5016000446,964521.0,2010-12-01,0
03482000408,504900635847,54065.0,2011-06-01,0
03483003479,5027130197,141379.8,2010-12-01,0
